Date,Close,Return,SMA_50,SMA_200,Volatility,Tomorrow_Close,Target_Class
2015-10-07,4.5019001960754395,-0.003929454864495252,4.527359209060669,4.091180852651596,0.057658072764257884,4.505410194396973,1
2015-10-08,4.505410194396973,0.0007796703988669496,4.5312174129486085,4.095518403053283,0.061825805706817505,4.440470218658447,0
2015-10-09,4.440470218658447,-0.014413776534550893,4.533006820678711,4.099551753997803,0.07220419675990862,4.495339870452881,1
2015-10-12,4.495339870452881,0.012356721043613073,4.536473617553711,4.10413445353508,0.07291107678721472,4.490099906921387,0
2015-10-13,4.490099906921387,-0.0011656434624521816,4.539671611785889,4.10880545258522,0.07075461553575234,4.513000011444092,1
2015-10-14,4.513000011444092,0.0051001325131774244,4.543427610397339,4.113789452314377,0.0706548708115038,4.5081000328063965,0
2015-10-15,4.5081000328063965,-0.0010857475349589363,4.54660361289978,4.1188127028942105,0.06978358130925665,4.454800128936768,0
2015-10-16,4.454800128936768,-0.011823141341530619,4.549571619033814,4.123757703304291,0.06977970167262819,4.469749927520752,1
2015-10-19,4.469749927520752,0.003355885371124856,4.552824621200561,4.128700453042984,0.06941223326045828,4.49429988861084,1
2015-10-20,4.49429988861084,0.005492468591795419,4.556482620239258,4.133856952190399,0.06559716790557724,4.480299949645996,0
2015-10-21,4.480299949645996,-0.0031150433464223193,4.5594906234741215,4.1389479517936705,0.062502947832878,4.465799808502197,0
2015-10-22,4.465799808502197,-0.003236421959861069,4.562150621414185,4.143885450363159,0.060135311611957815,4.418700218200684,0
2015-10-23,4.418700218200684,-0.010546731228713635,4.562304630279541,4.148482451438904,0.058174260146315396,4.457499980926514,1
2015-10-26,4.457499980926514,0.008780809018456015,4.5628346252441405,4.153123950958252,0.05516973757323058,4.4359002113342285,0
2015-10-27,4.4359002113342285,-0.004845713894494619,4.562138633728027,4.157717452049256,0.048509698980913896,4.446199893951416,1
2015-10-28,4.446199893951416,0.0023218923164392002,4.560476627349853,4.162204451560974,0.04251585928932487,4.45989990234375,1
2015-10-29,4.45989990234375,0.003081284854280053,4.557888622283936,4.166717450618744,0.03808575207456076,4.493800163269043,1
2015-10-30,4.493800163269043,0.007601125959683097,4.556216621398926,4.1717389512062075,0.03139748258976615,4.396200180053711,0
2015-11-02,4.396200180053711,-0.021718808062068384,4.55160662651062,4.176013652086258,0.033578374120387174,4.3541998863220215,0
2015-11-03,4.3541998863220215,-0.009553771896523622,4.5458402252197265,4.180011901855469,0.04089599159301507,4.359899997711182,1
2015-11-04,4.359899997711182,0.001309106503600388,4.540744228363037,4.183862402439117,0.04599374406475354,4.406909942626953,1
2015-11-05,4.406909942626953,0.010782344764891372,4.538244428634644,4.187814952135086,0.04580862391281239,4.343699932098389,0
2015-11-06,4.343699932098389,-0.014343386034996852,4.535406427383423,4.1913214516639705,0.051814059354821626,4.396599769592285,1
2015-11-09,4.396599769592285,0.012178520229490397,4.533432426452637,4.194909451007843,0.05169171875325751,4.41379976272583,1
2015-11-10,4.41379976272583,0.003912112549453228,4.532080421447754,4.1987134492397304,0.05078457730294069,4.410999774932861,0
2015-11-11,4.410999774932861,-0.00063437127724153,4.530593013763427,4.202591948509216,0.04794825533014661,4.373499870300293,0
2015-11-12,4.373499870300293,-0.008501452402168708,4.527899007797242,4.20578794836998,0.04632557319970294,4.362750053405762,0
2015-11-13,4.362750053405762,-0.002457943800920459,4.524491205215454,4.208951698541641,0.04792538710118393,4.377799987792969,1
2015-11-16,4.377799987792969,0.0034496439637787812,4.519725208282471,4.212021198272705,0.047515857783358574,4.3790998458862305,1
2015-11-17,4.3790998458862305,0.00029692039309381357,4.514681806564331,4.215091696977615,0.04460108578639994,4.366250038146973,0
2015-11-18,4.366250038146973,-0.002934349110886081,4.5093108081817626,4.217889946699143,0.04261222269589488,4.361700057983398,0
2015-11-19,4.361700057983398,-0.0010420796161058066,4.502914810180664,4.220631446838379,0.04125641882767407,4.346700191497803,0
2015-11-20,4.346700191497803,-0.0034389954114659727,4.496648817062378,4.2233780980110165,0.04272474277022852,4.298699855804443,0
2015-11-23,4.298699855804443,-0.011042936843734585,4.488726816177368,4.2259567975997925,0.04558312702410508,4.311299800872803,1
